sentence_id,Verdict,score,Text,reasoning
19370,1,0.0,It took three and a half years.,This statement is too vague to be fact-checked. It does not contain any factual claim that can be verified using publicly available information.
12574,1,0.0,I voted for the Formosa resolution in 1955.,"This is a factual statement, but it is not salient to the general public. It is a personal statement about a historical event that is unlikely to be of interest to most people."
12752,1,3.0,"Now, when we have a presidential candidate, for example - Senator Kennedy - stating over and over again that the United States is second in space and the fact of the matter is that the space score today is twenty-eight to eight - we've had twenty-eight successful shots, they've had eight; when he states that we're second in education, and I have seen Soviet education and I've seen ours, and we're not; that we're second in science because they may be ahead in one area or another, when overall we're way ahead of the Soviet Union and all other countries in science; when he says as he did in January of this year that we have the worst slums, that we have the most crowded schools; when he says that seventeen million people go to bed hungry every night; when he makes statements like this, what does this do to American prestige?","##### There are 2 solutions for this problem. Choose one of them to view the full hint.<strike>The sentence is check-worthy because it contains several claims that are factual and salient to the general public. These claims include:</strike><strike>1. The United States is second in space.</strike><strike>2. The space score today is twenty-eight to eight.</strike><strike>3. The United States is second in education.</strike><strike>4. The United States is way ahead of the Soviet Union and all other countries in science.</strike><strike>5. The United States has the worst slums.</strike><strike>6. The United States has the most crowded schools.</strike><strike>7. Seventeen million people go to bed hungry every night.</strike><strike>These claims can be fact-checked using publicly available information. For example, the space score can be verified by checking the records of successful space missions by the United States and the Soviet Union. Similarly,"
32182,1,0.0,"In '17, it implodes by itself.","This sentence is not check-worthy because it is a prediction about the future, which cannot be fact-checked with publicly available information."
24439,1,0.0,"I urged the president to support this air cover, and he did--and I applaud that.",This is a subjective statement about the speaker's opinion of the president's actions. It does not contain any factual claims that can be verified with publicly available information.
17810,1,0.0,"I did support the '76 measure that he told about, because we were in a deep recession and we needed some stimulation.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''I did support the '76 measure that he told about, because we were in a deep recession and we needed some stimulation.'''""}```##### Dummy model response (after post-processing with regex or stop string):```{""score"": "
25351,1,0.0,"It's now 121/4, and I predict it'll be coming down a little more shortly.",The sentence is a prediction and not a factual claim.
17579,1,0.0,"I can understand why you are, Mr. Mondale, because as a Senator you voted 16 times to increase taxes.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''I can understand why you are, Mr. Mondale, because as a Senator you voted 16 times to increase taxes.'''""}```##### Davinci's Response:```json{  ""generated"": ""{\""score\"":"
25503,1,0.0,"And, as a matter of fact, the previous administration stood by and so did I -- not that I could have done anything in my position at that time -- but for this revolution to take place.",This statement is subjective and contains no factual claims that can be verified with publicly available information.
32440,1,0.0,But I have no loans with Russia.,"This is a direct quote from a person, and it is not factual or salient to the general public. It is an opinion-centered statement, and it does not contain any factual information that can be verified using publicly available information."
20107,1,0.0,I said that I would work for tax relief for middle class Americans.,"This is a statement of intent, not a factual claim."
11475,1,0.0,But in the last 24 hours there has been some subsiding of the violence there.,This statement is subjective and lacks a clear factual claim to fact-check.
8200,1,0.0,The same is true of highways.,This statement is too vague to be fact-checked. It does not contain any specific claim that can be verified using publicly available information.
23821,1,0.0,"I was not put on the ballot by either of the 2 parties; I was not put on the ballot by any PAC money, by any foreign lobbyist money, by any special interest money.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''I was not put on the ballot by either of the 2 parties; I was not put on the ballot by any PAC money, by any foreign lobbyist money, by any special interest money.'''"",  ""input"": ""I was not put on the ballot by either"
3294,1,0.0,We made uh - diplomatic uh - protests to the Cambodian government through the United Nations.,"This statement is factual but not salient to the general public. It is a statement of a diplomatic action taken by an unspecified entity, and does not provide enough context for the general public to fact-check."
24368,1,0.0,We are the one that worked out the prison labor deal.,This statement is subjective and does not contain any factual claims that can be verified.
19153,1,0.0,"Don't forget that, that happened in 1993.",This sentence is too vague and does not contain any factual claim that is salient to the general public.
13953,1,0.0,And it's true on this and it's true on CAFE.,This sentence is too vague and does not contain any factual claims that can be checked with publicly available information.
29695,1,0.0,"So I have, ever since the first day of my campaign, called for criminal justice reform.","This is a statement of fact about the speaker's past actions and opinions, which is not check-worthy."
16658,1,0.0,But that doesn't cost any more as far as the federal treasury is concerned.,"This is a subjective statement, as it depends on the specifics of the situation being discussed. It is not a factual claim that can be verified with publicly available information."
3666,1,0.0,And that's just a fact.,This sentence does not contain any factual or salient information.
1782,1,0.0,And that's exactly what I did.,This sentence is a statement of personal action and does not contain any factual information that can be checked.
27760,1,0.0,"It's not my term, it's the president's own Secretary of Defense, called them devastating.","This statement is not check-worthy because it does not contain any factual claims that can be verified with publicly available information. It is a quote from an unnamed individual about something the president's Secretary of Defense allegedly said, but it does not provide enough context to be fact-checked."
28132,1,0.0,"Listen, for 24 years I have never been afraid to take on the big drug companies.",This is a subjective statement about the speaker's feelings and is not fact-checkable.
26971,1,0.0,"You said that, first, we should not have a timeline in Afghanistan.","This is a subjective statement, as it is an opinion on what the correct course of action is in Afghanistan. It is not a factual claim that can be verified with publicly available information."
24603,1,0.0,We've doubled it on research and on every other aspect of it.,"This statement is too vague to be fact-checked. It does not specify what 'it' refers to, making it impossible to verify the claim using publicly available information."
19342,1,0.0,"That's what Speaker Gingrich and Senator Dole did, not me.","This statement is a denial of an action, and does not contain any factual or salient information that can be checked."
33867,1,0.0,"And frankly, those stories have been largely debunked.","The sentence is stating that the stories have been debunked, which implies that they are not factual. Since the sentence is talking about the non-factuality of other statements, it is not check-worthy."
20787,1,0.0,"As I said, almost 30% of it goes to Americans that make more than $1 million per year.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''As I said, almost 30% of it goes to Americans that make more than $1 million per year.'''""}```##### Davinci's response:```json{  ""generated"": ""{\""score\"": 8"
10262,1,0.0,And both Governor Romney and I agree actually that we should lower our corporate tax rate.,"This is a statement of agreement between two people, and does not contain any factual claims that can be checked."
15625,1,0.0,"Margaret, may I go back and just say to the vice president that I didn't raid the pension fund of Massachusetts you are dead wrong, George, we didn't do that.","This sentence is a direct quote from a conversation, and does not contain any factual claims that can be checked."
24335,1,0.0,"I mean, that's been done.",This statement is subjective and does not contain any factual claims.
17535,1,0.0,I opposed the grain embargo in my administration.,This is a subjective statement about a personal opinion. It is not factual and cannot be fact-checked.
12908,1,0.0,"He repeated that error in 1959, in the speech that he made.",The sentence is too vague and does not contain any factual claim that can be fact-checked.
15398,1,0.0,We're now working on the communications industry.,This statement is too vague and subjective to be fact-checked. It does not contain any specific or objective information that can be verified using publicly available resources.
12220,1,0.0,And they have not got it done.,This sentence is incomplete and does not contain any factual claims.
28494,1,0.0,"And I have supported the largest pay raise in many a year, and I support another one now.",This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
33228,1,0.0,"In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''In Chicago, which has the toughest gun laws in the United States, probably you could say by far, they have more gun violence than any other city.'''"",  ""input"": ""In Chicago, which has the toughest gun laws in the United States, probably you could say"
11034,1,0.0,"And I am convinced that my record, going back to my opposition from sending the Marines to Lebanon, to supporting our efforts in Kosovo and Bosnia and the first Gulf War, and my judgment, I think, is something that I'm -- a record that I'm willing to stand on.",This sentence is a statement of personal opinion and does not contain any factual claims that can be verified.
9194,1,0.0,"If the -- the unemployment rate was 7.8 percent when he took office, it's 7.8 percent now.","This statement is factually incorrect. The unemployment rate was 7.8% when Obama took office in 2009, but it was not 7.8% when he left office in 2017. This is a trivial factual claim that can be verified using publicly available resources such as the Bureau of Labor Statistics."
17093,1,0.0,"Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''Under that, this year, we have seen a $21 billion reduction in the deficit from last year, based mainly on the increased revenues the Government is getting without raising tax rates.'''"",  ""input"": ""Under that, this year, we have seen a $21 billion"
15557,1,0.0,"More Americans at work today than at any time in the history of the country, and a greater percentage of the work force.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''More Americans at work today than at any time in the history of the country, and a greater percentage of the work force.'''"",  ""input"": ""More Americans at work today than at any time in the history of the country, and a greater percentage of the work force.""}"
8872,1,0.0,"I'm happy to say that, in contrast to that, the Anderson-Lucey platform for America, program for the 80s, has devoted considerable time, and in very specific detail, we have talked about two things that ought to be done to aid urban America.",The sentence is expressing an opinion about a political platform and does not contain any factual claims that can be checked.
2088,1,0.0,"First of all, the Department of Energy has said the tax break for oil companies is $2.8 billion a year.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''First of all, the Department of Energy has said the tax break for oil companies is $2.8 billion a year.'''"",  ""input"": ""First of all, the Department of Energy has said the tax break for oil companies is $2.8 billion a year."",  """
29700,1,0.0,"The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together.'''"",  ""input"": ""The gun epidemic is the leading cause of death of young African- American men, more than the next nine causes put together."","
11208,1,0.0,"And once they feel secure, then they lead normal, social, economic, political lives, the same thing that's happening in Iraq today.",This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
20054,1,0.0,I said in 1992 he didn't extend that courtesy to President Bush.,This statement is a subjective claim about the past. It is not factual and cannot be verified with publicly available information.
14591,1,0.0,We are a rising nation.,"This is a subjective statement, not a factual claim."
29250,1,0.0,Donald thinks that climate change is a hoax perpetrated by the Chinese.,"This is a subjective statement, not a factual claim."
1376,1,0.0,"While I was governor of Georgia, although I'm not a lawyer, we had complete reform of the Georgia court system.",This statement is subjective and contains no factual claims that are salient to the general public. The speaker's opinion about their own actions and the completeness of their reforms is not factual and cannot be verified.
18041,1,0.0,"Unfortunately, he escaped in the mountains of Tora Bora.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''Unfortunately, he escaped in the mountains of Tora Bora.'''"",  ""input"": ""Unfortunately, he escaped in the mountains of Tora Bora."",  ""output_format"": {    ""type"": ""json"",    ""properties"": {      """
24369,1,0.0,We are the ones that lowered the barrier to products with Carla Hill's negotiation.,This statement is subjective and contains no factual claims that can be verified with publicly available information.
21592,1,0.0,That happened when I was president.,"This is a subjective statement about the past, and it is not factual or salient to the general public. It does not contain any check-worthy claims."
22675,1,0.0,"And, Mr. President, just yesterday the Duelfer report told you and the whole world they worked.",This sentence is a question and does not contain any factual claims that are salient to the general public.
13764,1,0.0,I have had it in every single proposal I've sent to the Congress.,"This is a subjective statement, as it is unclear what 'it' refers to and whether it is factual or not."
12017,1,0.0,So we're distributing in our State of Texas for free.,This statement is too vague to be fact-checked. It does not contain any specific claim that can be verified using publicly available information.
15602,1,0.0,The Governor has to balance the budget in his state he is required to by law.,"This is a factual statement that is not check-worthy because it is a trivial fact. Every governor is required to balance the budget in their state by law, so this is not a claim that would require fact-checking."
21031,1,0.0,The Senate Budget Committee did a study of the vice president's expenditures.,"This statement is factual but not salient to the general public. The Senate Budget Committee studies many things, and the vice president's expenditures are not necessarily of public interest."
19734,1,0.0,I've supported the President when I thought he was right on Bosnia.,This is a subjective statement about the speaker's opinion of the President's actions in Bosnia. It is not factual and cannot be verified with publicly available information.
25139,1,0.0,"I have just signed legislation to add to our ability to deal, along with our allies, with this terrorist problem.",This statement is too vague to be fact-checked. It does not contain any specific claims that can be verified with publicly available information.
2371,1,0.0,"Instead, it's gone up by that amount.",This sentence is incomplete and does not contain any factual claims.
16528,1,0.0,"I believe that it's accurate to say that - that the - that the committees to whom you refer with the - the employment that you uh - state, and with the 5 to 5 and a half percent growth rate in our economy, that the uh - projections would be a uh - a $60 billion increase in the amount of money that we'd have to spend in l981 compared to now.","This sentence is difficult to understand and contains multiple grammatical errors, making it impossible to determine if there is a check-worthy claim."
15150,1,0.0,It has been blocked by a Senate in which there is a Democratic majority.,This statement is not check-worthy because it is unclear what is being blocked and in what context. The statement is also missing important details such as the time frame and the identity of the Senate.
13772,1,0.0,"I've spoken out over and over again against antisemitism and racism, and I think my record as a member of Congress speaks for itself on that.","This is a subjective statement about the speaker's own actions and beliefs, and does not contain any factual claims that can be checked."
21450,1,0.0,"I'm spending my money -- not PAC money, not foreign money, my money -- to take this message to the people.",The statement is subjective and does not contain any factual claims that can be verified using publicly available information.
22868,1,0.0,He had bilateral talks with the North Koreans.,This statement is too vague to be fact-checked. It does not specify who 'he' is or what the bilateral talks entailed.
3726,1,0.0,That is a multi-year project.,"This sentence is a statement of fact, but it is not salient to the general public and does not contain any information that can be fact-checked with publicly available information."
23102,1,0.0,It's in my health-care proposal.,This statement is too vague to be fact-checked. It does not contain any factual claim that can be verified using publicly available information.
1111,1,0.0,I got a- a complete report back from those countries from these two distinguished - uh - gentlemen.,This sentence is too vague to be fact-checked. It does not contain any specific claims that can be verified with publicly available information.
18446,1,0.0,"I've worked with those leaders the president talks about, I've worked with them for 20 years, for longer than this president.",This statement is subjective and contains no factual claims that can be verified with publicly available information. The speaker's claim that they have worked with certain leaders for a certain amount of time is not check-worthy because it is a personal claim that cannot be verified.
14106,1,0.0,"On the 2nd debate, I offered, since both sides want the enterprise zones and we can't get together, I said I'll take a few days off and go to Washington and hold hands with you and we'll get it done.",This statement is a subjective statement of what the speaker offered to do in the past. It is not factual and cannot be fact-checked.
1127,1,0.0,It's a fact they did.,This sentence is too vague to be fact-checked. It does not contain any specific claim that can be verified using publicly available information.
3257,1,0.0,Uh - he had directed his uh - diplomatic relation - uh - uh - representative to yield to the Panamanians full sovereignty over the Panama Canal Zone at the end of a certain period of time.,"This statement is a quote from Jimmy Carter, and it is not clear what specific claim is being made. It is also a historical fact that Jimmy Carter did sign a treaty giving full sovereignty of the Panama Canal Zone to Panama, so it is not a novel or interesting claim."
24928,1,0.0,I have ordered an investigation.,This statement is not check-worthy because it is too vague. It does not contain any factual information that can be verified with publicly available information.
13267,1,0.0,The reason Indochina was preserved was the result of the Geneva Conference which Indochina.,"This sentence is not check-worthy because it is grammatically incorrect and incomplete, making it impossible to fact-check."
14842,1,0.0,"The fact is that this nation, in the eight years before I became President, had its own military strength decreased.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''The fact is that this nation, in the eight years before I became President, had its own military strength decreased.'''"",  ""input"": ""The fact is that this nation, in the eight years before I became President, had its own military strength decreased.""}```"
9291,1,0.0,"Because our energy is low cost, that are already beginning to come back because of our abundant energy.",This statement is subjective and lacks a clear factual claim to fact-check.
33386,1,0.0,"I voted for border security, and there are...",This statement is subjective and does not contain any factual claims that can be verified.
14843,1,0.0,"Seven out of eight years, the budget commitments for defense went down, 37% in all.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''Seven out of eight years, the budget commitments for defense went down, 37% in all.'''""}```##### Dummy model response (after post-processing with regex or stop string):```{""score"": 80, ""reason"
3716,1,0.0,"And we fixed it and we killed it and the people ended up in federal prison so I know how to do this because I've been involved these issues for many, many years.",This sentence is a personal anecdote and contains no factual claims that are salient to the general public.
12164,1,0.0,And they get health care.,This statement is too vague to be fact-checked. It does not contain any specific factual claim that can be verified using publicly available information.
19439,1,0.0,"Let me say again, we did have a drug czar in Arkansas, but he answered to the governor, just like this one answers to the President.",This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
19191,1,0.0,"For the first time in history, you pay about 40 percent of what you earn.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''For the first time in history, you pay about 40 percent of what you earn.'''"",  ""input"": ""For the first time in history, you pay about 40 percent of what you earn.""}```##### Duration: 5s"
2432,1,0.0,"They put out a plan, a bipartisan plan.",This statement is too vague to be fact-checked. It does not contain any specific factual claim that can be verified using publicly available information.
9935,1,0.0,Four years ago you said in your first year you would file legislation.,This statement is a question and does not contain any factual claims that can be checked.
1343,1,0.0,The record just doesn't prove that such legislation or action by a local city council is effective.,"This is a subjective statement about the effectiveness of legislation, which cannot be fact-checked as it is an opinion."
19582,1,0.0,"I have proposed a lot of new investments to improve the quality of life for our soldiers, for our men and women in uniform, for their families, for their training.",This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
18326,1,0.0,"To save for Halliburton the spoils of the war, they actually issued a memorandum from the Defense Department saying, ""If you weren't with us in the war, don't bother applying for any construction.""","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''To save for Halliburton the spoils of the war, they actually issued a memorandum from the Defense Department saying, 'If you weren't with us in the war, don't bother applying for any construction.''''"",  ""input"": ""To save for Hallib"
13963,1,0.0,"You know, Mr. Bush was very grateful when I was among the Democrats who said he ought to have the authority to negotiate an agreement with Mexico.","This statement is a subjective statement about the opinion of a specific group of people, and is not fact-checkable."
33934,1,0.0,"Saudi Arabia giving $25 million, Qatar, all of these countries.",This sentence is too vague to be fact-checked. It does not contain any specific factual claims that can be verified using publicly available information.
10523,1,0.0,"Well, thank you, Oliver, and that's an excellent question, because as you just described it, bailout, when I believe that it's rescue, because -- because of the greed and excess in Washington and Wall Street, Main Street was paying a very heavy price, and we know that.","This statement is subjective and contains opinion-centered statements. The speaker is expressing their personal view on the topic of bailouts and rescues, which cannot be fact-checked with publicly available information."
25537,1,0.0,Mr. Mondale has recently announced a plan of his to get the democracies together and to work with the whole world to turn to democracy.,This statement is subjective and contains no factual claims that can be verified.
8688,1,0.0,"I believe we need incentive for the individual, and for business and industry, and I believe the plan that I have submitted, with detailed backing, and which has been approved by a number of our leading economists in the country, is based on projections.",The sentence is subjective and contains no factual claims that can be verified with publicly available information.
13192,1,0.0,"That is why I think the Senate was right, including a majority of the Democrats, a majority of the Republicans, when they rejected Senator Kennedy's position in 1955.",This statement is not check-worthy because it is a subjective statement of agreement with the Senate's decision in 1955. It does not contain any factual claims that can be verified with publicly available information.
1578,1,0.0,"As a matter of fact, the year before I went out of office we gave a $50 million refund to the property taxpayers of Georgia.","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''As a matter of fact, the year before I went out of office we gave a $50 million refund to the property taxpayers of Georgia.'''"",  ""input"": ""As a matter of fact, the year before I went out of office we gave a $50 million refund"
16463,1,0.0,"It would've called for export controls on agricultural products In my judgment the best way to get jobs is to uh - expand the private sector, where five out of six jobs today exist in our economy.","The statement is a subjective opinion about the best way to create jobs, and does not contain any factual claims that can be checked."
15976,1,0.0,"But, the Dorgan Task Force, the bipartisan task force estimated that we could collect about $35 billion in the fifth year, $105 billion over five years, the other study even more than that","##### Prompt:```json{  ""instruction"": ""You are a fact-checking assistant who are identifying check-worthy claims.A sentence is defined as checkworthy if it contains at least one claim that is both factual and salient to the general public. It may touch on statistics or historical information, among other things.Note that you should be able to fact-check a check-worthy statement using publicly available information.A sentence is non check-worthy if it only contains subjective or opinion-centered statements, questions, and trivial factual claims (e.g., 'The sky is blue' or 'Donald Trump is a former president').I want you to give the following sentence between triple quotes a check-worthiness score between 0 and 100.Answer using the following json format: {\""score\"": [0-100], \""reasoning\"": str} '''But, the Dorgan Task Force, the bipartisan task force estimated that we could collect about $35 billion in the fifth year, $105 billion over five years, the other study even more than that'''"",  ""input"": ""But, the Dorgan Task Force,"
19095,1,0.0,"Now there's a record: Ten and a half million more jobs, rising incomes, falling crime rates and welfare rolls, a strong America at peace.","This sentence is a summary of a positive situation in the US, and does not contain any factual claims that can be checked."
730,1,0.0,That is my position on SDI and it's never wavered a bit.,This statement is subjective and does not contain any factual claims that can be verified.
17386,1,0.0,"We did, 25 percent across the board.","This sentence is unclear and lacks context, making it impossible to determine if it contains a factual claim."
4279,1,0.0,I supported Nunn-Lugar back in the early 1990s when a lot of my colleagues didn't.,"This is a statement of personal opinion and past action, not a factual claim that can be verified."
32512,1,0.0,"And, yes, when I was a senator, I did vote to close corporate loopholes.","The statement is a factual claim about the user's past actions, but it is not salient to the general public and can't be fact-checked without additional context."
14273,1,0.0,"Governor Clinton said, well, I might have been with the minority, let sanctions work -- but I guess I would have voted with the majority.","##### ExplanationThe sentence is not check-worthy because it is a quote from Governor Clinton expressing his opinion on a hypothetical situation. It does not contain any factual claims that can be verified with publicly available information.Score: 0Reasoning: The sentence is not check-worthy because it is a quote expressing an opinion, not a factual claim."
2228,1,0.0,"And, by the way the idea came not even from Paul Ryan or -- or Senator Wyden, who's the co-author of the bill with -- with Paul Ryan in the Senate, but also it came from Bill -- Bill Clinton's chief of staff.","The sentence does not contain any factual claims that are salient to the general public. It is a statement about the origin of an idea, but it does not provide enough context or detail for the claim to be fact-checked."
27440,1,0.0,So the work that we've done with respect to sanctions now offers Iran a choice.,This statement is subjective and does not contain any factual claims that can be verified with publicly available information.
25941,1,0.0,They may be danger -- I voted I for everything since that time.,This sentence is a subjective statement and does not contain any factual claims that can be verified.
27310,1,0.0,They're still number one today.,This statement is too vague to be fact-checked. It does not specify which entity is being referred to as 'they' or what 'number one' refers to.
20882,1,0.0,"The first is, the difference is there is no new accountability measures in Vice President Gore's plan.","This is a subjective statement about the Vice President's plan, and does not contain any factual claims that can be verified."
1730,1,0.0,"First of all, I don't have a $5 trillion tax cut.","This is a direct quote from Joe Biden, the claim being negated is not check-worthy as it is not factual."
20230,1,0.0,"And that stands in contrast to my worthy opponent's plan, which will increase the size of government dramatically.","This is a subjective statement and a comparison between two plans, it does not contain any factual claim that can be fact-checked."
