sentence_id,Verdict,Text,reasoning,MISTRAL_7B_INSTRUCT standard zeroshot_prediction,MISTRAL_7B_INSTRUCT standard fewshot_prediction,MIXTRAL_INSTRUCT standard zeroshot_prediction,MIXTRAL_INSTRUCT standard fewshot_prediction,MISTRAL_7B_INSTRUCT LORA_prediction
29282,1,"For 30 years, you've been doing it, and now you're just starting to think of solutions."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement about an individual's thought process over a period of time, which is not factual or salient to the general public.""}",0.0,0.0,0.0,0.0,0.0
29326,1,You were totally in favor of it.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement and does not contain any factual claims that are check-worthy.""}",0.0,0.0,0.0,0.0,0.0
16707,1,The reorganization proposal that I have put forward is one uh first step.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'first step' which is an opinion, and it does not contain any factual claim that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
19387,1,"So I think the American people, including the Perot supporters, know that I have had a consistent record in favor of campaign finance reform, and I will continue to have."," {""score"": 0, ""reasoning"": ""This sentence expresses the speaker's belief about the knowledge and understanding of the American people regarding the speaker's record on campaign finance reform. It is subjective and not easily verifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
24377,1,"He says don't do it, but the policies he's expounding of putting conditions on M.F.N."," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that are check-worthy. It is mainly composed of subjective statements ('he says don't do it') and opinion-centered language ('policies he's expounding'). There are no specific facts",0.0,0.0,0.0,0.0,0.0
13252,1,"Now, looking to the U-2 flights, I would like to point out that I have been supporting the President's position throughout."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'I have been supporting the President's position throughout' which is an opinion and not a factual claim.""}",0.0,0.0,0.0,0.0,0.0
19868,1,That's one of the big reasons I vetoed it.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'one of the big reasons' and it is not clear what is being referred to in the sentence without additional context. Therefore, it is not possible to verify the claim using publicly available information and it is non check-worthy.""",0.0,0.0,0.0,0.0,0.0
32469,1,"But you wouldn't change it, because all of these people gave you the money so you can take negative ads on Donald Trump."," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective opinion and does not contain any factual claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
13917,1,And I got a long history of doing that.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement about the speaker's past actions, which is not verifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
1412,1,"The Miranda case, uh - the Burger Court uh - is gradually changing, and I'm pleased to see that there are some steps being made by the uh - Burger Court to modify the so-called Miranda decision."," {""score"": 30, ""reasoning"": ""The sentence expresses the speaker's opinion about the gradual changes in the Miranda case by the Burger Court. While the Miranda case is a historical legal decision, the statement does not provide any specific facts or figures about the changes being made,",0.0,0.0,0.0,0.0,0.0
14179,1,"But I was wrong because I thought the tax compromise, going along with 1 Democratic tax increase, would help the economy."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'I was wrong' and an opinion 'going along with 1 Democratic tax increase, would help the economy.' It is not possible to verify the truth or falsity of these statements using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
30160,1,The record does not show that.," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that are salient to the general public. It only states that there is no record to show a specific thing. Therefore, it is non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
21717,1,I am not for national registration of firearms.," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective opinion and is not factual or salient to the general public.""}",0.0,0.0,0.0,0.0,0.0
12414,1,"That's going to be up to the people, isn't it?"," {""score"": 0, ""reasoning"": ""This sentence contains a question and a subjective statement, making it non-factually verifiable and not check-worthy.""}",0.0,0.0,0.0,0.0,0.0
34259,1,"We're giving them lots of money, lots of everything."," {""score"": 0, ""reasoning"": ""The sentence contains subjective statements and does not contain any clear factual claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
20839,1,And many of the public schools are meeting the call.," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it contains a subjective statement'many of the public schools are meeting the call.' It is not possible to verify this claim using publicly available information as the definition and measurement of'meeting the call' is not clear or",0.0,0.0,0.0,0.0,0.0
12251,1,We are a big industrial state.," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective statement about the size of a state, which is not factual or quantifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
24998,1,"Now, they claim they're not."," {""score"": 0, ""reasoning"": ""This sentence contains a negative claim about who is making a claim, but it does not contain any factual or salient information. It is an opinion-centered statement and not check-worthy.""}",0.0,0.0,0.0,0.0,0.0
34170,1,I guess he believes it makes him look better now to contrast with me because I did vote for it.," {""score"": 0, ""reasoning"": ""This sentence expresses an opinion and contains no factual claims that can be verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
32877,1,And he is supporting me 100 percent.," {""score"": 0, ""reasoning"": ""This sentence contains a subjective claim about the level of support between two individuals, which cannot be objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
19734,1,I've supported the President when I thought he was right on Bosnia.," {""score"": 0, ""reasoning"": ""This sentence expresses a subjective statement about the speaker's past actions and opinions towards the President on a specific issue. It is not possible to verify the factual accuracy of the statement using publicly available information as it relies on the speaker's personal experience",0.0,0.0,0.0,0.0,0.0
23102,1,It's in my health-care proposal.," {""score"": 0, ""reasoning"": ""This sentence does not contain a factual claim that can be objectively verified using publicly available information. It only states that something is included in a health-care proposal, which is subjective and not check-worthy.""}",0.0,0.0,0.0,0.0,0.0
1111,1,I got a- a complete report back from those countries from these two distinguished - uh - gentlemen.," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that are check-worthy. It only mentions that 'those countries' provided a 'complete report back' to 'two distinguished gentlemen,' which are subjective and do not have publicly verifiable information associated with",0.0,0.0,0.0,0.0,0.0
34006,1,"... because your donors and your special interests are doing the same thing as I do, except even more so."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective claim about the actions of 'your donors and special interests,' which cannot be objectively verified using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
14295,1,"Look at Lynn Martin, who's fighting against this glass ceiling and doing a first-class job on it."," {""score"": 0, ""reasoning"": ""This sentence contains a subjective statement 'doing a first-class job' about Lynn Martin which cannot be objectively verified using publicly available information. Therefore, it is non check-worthy.""}",0.0,0.0,0.0,0.0,0.0
29041,1,"Highest private home ownership ever, but I'll make you one promise here."," {""score"": 20, ""reasoning"": ""This sentence contains a claim about the highest private home ownership ever, but it does not provide any specific figure or data that can be fact-checked using publicly available information. Therefore, it is considered non-checkworthy.""}",0.0,0.0,0.0,0.0,0.0
12904,1,He says he supports the President's position.," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it contains only an opinion or statement about someone's position without any factual claims or publicly verifiable information.""}",0.0,0.0,0.0,0.0,0.0
24995,1,And now we are putting up a defense of our own.," {""score"": 0, ""reasoning"": ""This sentence does not contain any factual claims that are checkworthy. It contains a subjective statement 'a defense of our own' which implies an opinion or action, and does not provide any verifiable information that can be fact-checked.""}",0.0,0.0,0.0,0.0,0.0
33730,1,"And they actually fact checked, and they said I was right."," {""score"": 0, ""reasoning"": ""This sentence is non-checkworthy as it only refers to a specific fact-checking result, which is not publicly available and cannot be verified.""}",0.0,0.0,0.0,0.0,0.0
27393,1,Now we're changing to one conflict.," {""score"": 0, ""reasoning"": ""This sentence does not contain any clear factual claims that are checkworthy. It is a subjective statement about changing from one situation to another, which is not verifiable using publicly available information.""}",0.0,0.0,0.0,0.0,0.0
